WAGE,EDUC,EXPER,GENDER,FAM_STATUS,TENURE
4.440000057220459,0,29,male,married,11
3.0,0,33,female,married,3
2.299999952316284,0,2,FEMALE,single,0
4.440000057220459,0,3,male,alone,0
5.400000095367432,0,6,male,married,3
22.86000061035156,0,16,male,nan,7
6.150000095367432,0,15,female,nan,6
8.329999923706055,0,33,male,married,26
4.949999809265137,0,25,male,married,17
11.109999656677246,0,30,male,MARRIED,8
,0,3,male,single,1
2.539999961853028,0,2,female,SINGLE,0
7.25,0,14,man,married,5
15.0,0,14,female,married,2
17.329999923706055,0,14,male,married,0
3.3499999046325684,0,35,female,single,0
1.5,0,11,female,married,1
2.950000047683716,0,15,female,married,2
5.199999809265137,0,47,male,married,13
8.5,0,38,male,single,26
3.5999999046325684,0,34,female,MARRIED,26
2.9200000762939453,0,49,female,single,0
10.0,0,9,male,single,8
6.25,0,21,male,married,6
10.630000114440918,0,16,female,single,10
9.0,0,11,female,married,5
3.5999999046325684,0,13,female,married,0
17.5,0,23,male,married,22
2.890000104904175,0,8,female,single,0
6.800000190734863,0,14,male,married,10
3.0,0,1,female,single,1
5.829999923706055,0,36,female,nan,15
4.5,0,2,female,single,1
6.25,0,2,FEMALE,single,1
4.5,0,31,female,married,4
8.0,0,26,male,married,2
3.0,0,19,woman,married,10
5.5,0,9,male,nan,4
4.0,0,5,male,married,2
9.0,0,38,male,nan,1
3.259999990463257,0,15,woman,married,5
,0,28,female,nan,11
6.5,0,41,male,married,33
8.100000381469727,0,38,female,married,3
3.240000009536743,0,16,female,married,0
3.0,0,17,female,married,0
1.5,0,31,male,single,30
2.25,0,5,female,single,0
,0,23,male,married,20
5.25,0,19,female,married,10
3.5,0,3,FEMALE,nan,1
,0,22,male,married,3
3.5,0,5,female,single,4
3.3499999046325684,0,5,female,married,4
,0,3,male,nan,0
3.0,0,3,male,single,1
4.71999979019165,0,15,female,single,1
3.0,0,47,male,single,0
10.0,0,18,male,married,5
3.539999961853028,0,6,female,married,7
,0,3,female,SINGLE,2
5.429999828338623,0,10,male,married,3
13.699999809265137,0,20,male,nan,13
4.199999809265137,0,33,female,married,16
3.549999952316284,0,6,female,married,0
4.5,0,13,male,married,0
6.25,0,11,male,single,4
5.5,0,9,male,married,4
2.9200000762939453,0,4,woman,single,0
5.0,0,13,male,married,1
2.0,0,3,female,single,0
2.5999999046325684,0,4,male,single,0
3.3499999046325684,0,9,male,married,1
6.880000114440918,0,31,male,nan,19
10.0,0,13,man,single,0
4.75,0,47,male,married,1
12.5,0,6,male,single,2
3.3299999237060547,0,45,female,married,4
4.75,0,19,male,married,0
5.0,0,45,male,single,2
4.269999980926514,0,22,female,married,4
3.240000009536743,0,16,female,married,0
10.90999984741211,0,25,male,single,23
6.0,0,21,male,married,13
5.0,0,5,female,nan,3
4.5,0,10,male,married,0
5.25,0,4,male,single,0
4.099999904632568,0,3,female,single,2
2.930000066757202,0,36,female,married,2
4.5,0,5,male,nan,0
,0,2,male,married,2
9.850000381469728,0,40,male,married,24
4.0,0,8,female,nan,0
11.760000228881836,0,40,male,nan,39
,0,36,female,married,3
3.130000114440918,0,1,female,single,0
8.130000114440918,0,3,female,single,0
3.0,0,2,female,single,1
,0,2,male,single,1
4.170000076293945,0,22,female,alone,10
2.950000047683716,0,3,male,single,1
2.900000095367432,0,23,female,single,2
5.75,0,6,male,married,5
4.5,0,3,male,single,9
5.300000190734863,0,7,male,married,2
6.5,0,4,woman,nan,1
5.0,0,31,man,married,9
7.5,0,11,man,married,0
6.25,0,12,FEMALE,married,4
6.260000228881836,0,37,female,married,17
2.0,0,2,female,SINGLE,6
3.910000085830689,0,17,male,married,3
4.510000228881836,0,5,male,single,2
3.200000047683716,0,1,male,single,0
10.0,0,15,male,nan,0
3.200000047683716,0,2,female,single,2
6.0,0,11,MALE,MARRIED,0
6.5,0,3,male,nan,0
6.25,0,36,male,single,8
3.5,0,23,female,single,2
6.349999904632568,0,10,female,married,1
4.340000152587891,0,5,female,single,2
,0,19,FEMALE,married,9
,0,14,male,married,12
15.0,0,7,MALE,married,7
4.239999771118164,0,14,male,married,5
12.5,0,8,male,alone,1
3.25,0,4,male,single,0
9.050000190734863,0,10,MALE,married,2
1.6299999952316284,0,18,female,single,0
4.5,0,13,male,married,0
2.0,0,2,man,single,0
3.5,0,5,female,married,0
5.900000095367432,0,14,male,married,7
2.2699999809265137,0,2,female,nan,0
,0,17,male,married,6
3.809999942779541,0,8,female,nan,1
6.5,0,14,male,married,11
3.299999952316284,0,21,female,married,9
8.0,0,23,male,SINGLE,4
3.5,0,6,female,single,2
3.0799999237060547,0,3,male,single,1
,0,14,male,nan,6
12.5,0,40,male,married,30
12.220000267028809,0,10,male,nan,2
2.869999885559082,0,45,female,nan,8
8.770000457763672,0,15,male,nan,0
3.0,0,33,male,married,0
4.079999923706055,0,43,female,married,17
10.0,0,9,male,married,3
4.099999904632568,0,5,female,married,0
3.0,0,11,female,married,0
3.7100000381469727,0,13,female,nan,0
2.5299999713897705,0,46,female,nan,0
4.289999961853027,0,3,female,single,0
3.5,0,2,female,single,0
8.75,0,4,male,MARRIED,4
11.899999618530272,0,24,male,nan,19
4.329999923706055,0,1,male,SINGLE,0
3.759999990463257,0,6,male,single,0
3.0,0,3,female,single,0
3.0999999046325684,0,14,female,nan,0
4.5,0,35,female,married,12
4.5,0,12,male,nan,0
9.800000190734863,0,7,male,nan,0
8.020000457763672,0,23,female,married,3
,0,3,male,nan,1
3.0999999046325684,0,2,female,single,0
,0,14,male,nan,7
4.550000190734863,0,11,male,married,0
5.900000095367432,0,9,female,married,7
5.5,0,18,male,single,3
4.139999866485596,0,29,female,married,0
6.0,0,37,female,alone,8
6.25,0,35,male,married,31
5.25,0,4,male,single,0
6.630000114440918,0,36,female,single,0
4.789999961853027,0,12,female,MARRIED,3
3.75,0,11,male,single,0
7.5,0,11,male,married,7
9.68000030517578,0,16,female,single,16
7.139999866485596,0,43,nan,SINGLE,5
8.75,0,9,male,married,3
4.25,0,5,male,married,2
2.0,0,3,female,single,2
10.0,0,25,male,MARRIED,3
6.380000114440918,0,11,female,single,4
3.0,0,2,male,single,0
6.449999809265137,0,7,male,married,6
,0,2,male,single,0
8.329999923706055,0,6,male,married,2
5.0,0,19,male,married,5
3.5,0,1,man,single,0
4.050000190734863,0,44,male,married,25
3.5,0,18,male,married,2
,0,4,male,single,0
3.75,0,1,male,single,2
,0,13,male,single,0
6.079999923706055,0,9,male,single,0
,0,3,female,SINGLE,0
3.0,0,2,male,single,0
2.900000095367432,0,17,female,married,1
3.200000047683716,0,29,female,single,0
6.0,0,8,male,nan,0
3.240000009536743,0,22,female,married,2
2.880000114440918,0,2,female,single,0
5.150000095367432,0,39,female,nan,21
2.1700000762939453,0,1,female,alone,4
3.5,0,26,female,married,20
18.15999984741211,0,29,male,nan,7
,0,34,male,married,21
5.0,0,5,male,single,0
,0,9,male,single,3
6.5,0,20,male,married,14
,0,7,FEMALE,married,0
,0,8,male,married,6
10.0,0,43,male,married,4
2.9100000858306885,0,2,male,single,2
8.649999618530273,0,13,female,SINGLE,1
6.25,0,39,male,nan,21
3.0,0,2,male,single,0
6.25,0,5,male,married,0
3.75,0,39,female,married,2
2.380000114440918,0,5,male,single,0
5.0,0,14,female,single,11
8.0,0,12,female,single,3
11.550000190734863,0,20,female,married,5
,0,21,male,single,5
3.5,0,20,female,MARRIED,4
4.0,0,22,female,nan,11
,0,21,male,married,10
9.0,0,7,female,MARRIED,0
6.5,0,8,female,MARRIED,5
5.050000190734863,0,5,female,single,0
7.5,0,6,female,nan,2
5.710000038146973,0,10,male,nan,5
6.880000114440918,0,11,female,single,4
,0,6,female,married,5
2.900000095367432,0,49,male,married,7
5.840000152587891,0,5,female,married,0
2.9100000858306885,0,1,female,SINGLE,0
7.360000133514404,0,36,man,nan,24
3.75,0,18,female,married,0
12.5,0,21,male,married,18
5.0,0,15,male,married,5
5.710000038146973,0,10,female,married,2
10.0,0,9,male,married,0
8.800000190734863,0,9,male,married,1
6.150000095367432,0,35,female,nan,12
6.329999923706055,0,9,female,single,9
,0,4,female,married,0
5.0,0,7,female,single,3
,0,1,female,single,0
,0,15,male,single,0
,0,1,male,alone,2
2.9200000762939453,0,1,male,nan,3
3.0,0,7,female,married,0
3.5,0,7,female,married,6
8.0,0,14,female,single,4
3.0,0,3,female,nan,3
11.710000038146973,0,40,female,single,20
3.799999952316284,0,6,male,married,1
6.630000114440918,0,3,male,MARRIED,0
7.900000095367432,0,2,male,single,0
2.9100000858306885,0,20,female,married,34
3.0999999046325684,0,2,woman,SINGLE,2
9.420000076293944,0,23,FEMALE,married,0
,0,8,female,nan,8
3.7300000190734863,0,33,female,single,2
3.5199999809265137,0,48,male,married,1
6.5,0,3,male,married,0
2.950000047683716,0,3,MALE,single,1
10.0,0,5,male,nan,3
3.650000095367432,0,9,male,nan,2
7.5,0,10,female,married,0
4.630000114440918,0,16,female,single,1
,0,26,male,married,20
3.25,0,9,female,married,1
6.25,0,10,male,married,0
4.690000057220459,0,7,MALE,single,7
2.140000104904175,0,34,female,married,15
5.0,0,7,female,single,3
6.25,0,4,male,married,3
3.0,0,36,female,single,1
6.289999961853027,0,10,male,married,3
3.130000114440918,0,1,male,single,1
3.75,0,8,female,married,4
3.75,0,13,female,married,0
4.199999809265137,0,11,female,married,3
2.9100000858306885,0,4,male,married,0
2.8299999237060547,0,1,male,single,0
7.5,0,29,male,married,24
9.329999923706056,0,12,male,nan,11
4.050000190734863,0,7,female,married,4
4.0,0,2,female,nan,0
6.0,0,7,man,married,7
4.5,0,13,male,married,0
9.050000190734863,0,10,man,married,2
8.75,0,47,male,married,44
4.5,0,47,female,married,4
4.0,0,34,male,MARRIED,12
4.28000020980835,0,1,female,nan,1
4.0,0,19,female,MARRIED,1
12.5,0,30,male,married,0
3.0,0,5,female,single,0
5.599999904632568,0,11,male,nan,8
4.5,0,16,female,married,0
4.679999828338623,0,1,male,SINGLE,0
6.25,0,13,female,married,0
3.5,0,29,female,married,1
6.53000020980835,0,3,female,single,2
8.920000076293945,0,3,male,married,3
5.800000190734863,0,19,female,married,6
7.139999866485596,0,13,male,married,0
8.75,0,3,male,married,2
5.0,0,18,female,nan,0
11.100000381469728,0,1,female,single,4
14.579999923706056,0,13,female,SINGLE,7
12.5,0,16,male,married,5
3.0,0,33,male,married,2
5.25,0,13,male,married,11
6.0,0,2,male,SINGLE,2
3.0,0,48,male,married,0
4.5,0,36,female,married,6
5.78000020980835,0,11,male,married,4
3.75,0,13,female,married,0
6.460000038146973,0,27,man,married,0
2.900000095367432,0,1,male,single,2
3.25,0,14,female,married,2
3.0,0,9,male,nan,0
7.630000114440918,0,8,female,single,4
4.5,0,36,female,married,6
,0,28,male,married,3
6.360000133514404,0,8,male,married,1
